-2.500000E-07, 0.004017
-2.496000E-07, 0.004017
-2.492000E-07, 0.004017
-2.488000E-07, 0.004017
-2.484000E-07, 0.004017
-2.480000E-07, 0.000669
-2.476000E-07, 0.004017
-2.472000E-07, 0.000669
-2.468000E-07, 0.000669
-2.464000E-07, 0.000669
-2.460000E-07, 0.000669
-2.456000E-07, 0.000669
-2.452000E-07, 0.004017
-2.448000E-07, 0.004017
-2.444000E-07, 0.004017
-2.440000E-07, 0.000669
-2.436000E-07, 0.004017
-2.432000E-07, 0.004017
-2.428000E-07, 0.004017
-2.424000E-07, 0.004017
-2.420000E-07, 0.007364
-2.416000E-07, 0.004017
-2.412000E-07, 0.004017
-2.408000E-07, 0.004017
-2.404000E-07, 0.004017
-2.400000E-07, 0.004017
-2.396000E-07, 0.000669
-2.392000E-07, -0.002678
-2.388000E-07, 0.000669
-2.384000E-07, -0.002678
-2.380000E-07, -0.002678
-2.376000E-07, -0.006025
-2.372000E-07, -0.009372
-2.368000E-07, -0.009372
-2.364000E-07, -0.012720
-2.360000E-07, -0.016067
-2.356000E-07, -0.016067
-2.352000E-07, -0.022761
-2.348000E-07, -0.022761
-2.344000E-07, -0.026109
-2.340000E-07, -0.029456
-2.336000E-07, -0.032803
-2.332000E-07, -0.032803
-2.328000E-07, -0.036151
-2.324000E-07, -0.036151
-2.320000E-07, -0.039498
-2.316000E-07, -0.036151
-2.312000E-07, -0.042845
-2.308000E-07, -0.039498
-2.304000E-07, -0.039498
-2.300000E-07, -0.039498
-2.296000E-07, -0.042845
-2.292000E-07, -0.039498
-2.288000E-07, -0.039498
-2.284000E-07, -0.036151
-2.280000E-07, -0.039498
-2.276000E-07, -0.039498
-2.272000E-07, -0.036151
-2.268000E-07, -0.042845
-2.264000E-07, -0.039498
-2.260000E-07, -0.032803
-2.256000E-07, -0.032803
-2.252000E-07, -0.032803
-2.248000E-07, -0.032803
-2.244000E-07, -0.026109
-2.240000E-07, -0.022761
-2.236000E-07, -0.029456
-2.232000E-07, -0.026109
-2.228000E-07, -0.022761
-2.224000E-07, -0.022761
-2.220000E-07, -0.019414
-2.216000E-07, -0.019414
-2.212000E-07, -0.019414
-2.208000E-07, -0.016067
-2.204000E-07, -0.016067
-2.200000E-07, -0.019414
-2.196000E-07, -0.012720
-2.192000E-07, -0.012720
-2.188000E-07, -0.009372
-2.184000E-07, -0.012720
-2.180000E-07, -0.009372
-2.176000E-07, -0.006025
-2.172000E-07, -0.009372
-2.168000E-07, -0.006025
-2.164000E-07, -0.009372
-2.160000E-07, -0.006025
-2.156000E-07, -0.002678
-2.152000E-07, -0.006025
-2.148000E-07, -0.006025
-2.144000E-07, -0.002678
-2.140000E-07, 0.000669
-2.136000E-07, -0.002678
-2.132000E-07, -0.002678
-2.128000E-07, -0.002678
-2.124000E-07, 0.000669
-2.120000E-07, -0.006025
-2.116000E-07, 0.000669
-2.112000E-07, 0.000669
-2.108000E-07, 0.000669
-2.104000E-07, 0.000669
-2.100000E-07, 0.004017
-2.096000E-07, -0.002678
-2.092000E-07, 0.000669
-2.088000E-07, 0.004017
-2.084000E-07, -0.002678
-2.080000E-07, 0.004017
-2.076000E-07, 0.000669
-2.072000E-07, 0.000669
-2.068000E-07, 0.000669
-2.064000E-07, 0.000669
-2.060000E-07, 0.004017
-2.056000E-07, 0.000669
-2.052000E-07, 0.000669
-2.048000E-07, 0.000669
-2.044000E-07, 0.004017
-2.040000E-07, 0.004017
-2.036000E-07, 0.007364
-2.032000E-07, -0.002678
-2.028000E-07, 0.000669
-2.024000E-07, 0.004017
-2.020000E-07, 0.000669
-2.016000E-07, -0.002678
-2.012000E-07, 0.000669
-2.008000E-07, -0.002678
-2.004000E-07, 0.004017
-2.000000E-07, 0.000669
-1.996000E-07, 0.000669
-1.992000E-07, 0.000669
-1.988000E-07, 0.004017
-1.984000E-07, 0.004017
-1.980000E-07, 0.004017
-1.976000E-07, 0.000669
-1.972000E-07, 0.004017
-1.968000E-07, -0.002678
-1.964000E-07, 0.004017
-1.960000E-07, 0.004017
-1.956000E-07, 0.000669
-1.952000E-07, 0.004017
-1.948000E-07, 0.004017
-1.944000E-07, 0.000669
-1.940000E-07, 0.004017
-1.936000E-07, 0.000669
-1.932000E-07, 0.000669
-1.928000E-07, 0.000669
-1.924000E-07, 0.004017
-1.920000E-07, 0.004017
-1.916000E-07, 0.004017
-1.912000E-07, 0.004017
-1.908000E-07, 0.004017
-1.904000E-07, 0.004017
-1.900000E-07, 0.004017
-1.896000E-07, 0.004017
-1.892000E-07, 0.000669
-1.888000E-07, 0.004017
-1.884000E-07, 0.000669
-1.880000E-07, 0.000669
-1.876000E-07, 0.004017
-1.872000E-07, 0.004017
-1.868000E-07, 0.000669
-1.864000E-07, -0.002678
-1.860000E-07, 0.004017
-1.856000E-07, 0.004017
-1.852000E-07, 0.004017
-1.848000E-07, 0.004017
-1.844000E-07, 0.007364
-1.840000E-07, -0.002678
-1.836000E-07, 0.004017
-1.832000E-07, 0.000669
-1.828000E-07, 0.000669
-1.824000E-07, 0.004017
-1.820000E-07, 0.004017
-1.816000E-07, 0.000669
-1.812000E-07, 0.004017
-1.808000E-07, 0.004017
-1.804000E-07, 0.004017
-1.800000E-07, 0.004017
-1.796000E-07, 0.004017
-1.792000E-07, 0.004017
-1.788000E-07, 0.004017
-1.784000E-07, 0.004017
-1.780000E-07, 0.000669
-1.776000E-07, 0.000669
